player,pos,age,tm,g,gs,mp,pts,orb,drb,trb,ast,stl,blk,tov,pf,fg,fga,fg%,3p,3pa,3p%,2p,2pa,2p%,ft,fta,ft%,efg,ts,ftr,3par,fg+,2p+,3p+,efg+,ft+,ts+,ftr+,3par+,on-off,ortg,drtg,per,orb%,drb%,trb%,ast%,stl%,blk%,tov%,usg%,ows,dws,ws,ws/48,obpm,dbpm,bpm,vorp,team_seed,win_percentage,year
David Roddy,PF,22.0,MEM,64.0,13.0,18.3,6.6,0.8,2.5,3.3,1.2,0.4,0.2,0.9,1.1,2.6,6.4,0.403,0.8,2.6,0.293,1.8,3.8,0.478,0.7,1.1,0.691,1.5,1.5,0.0,1.0,211.0,0.0,273.0,274.0,0.0,259.0,0.0,253.0,-2.8,99.0,119.0,8.8,5.2,16.5,10.6,10.3,1.2,0.9,11.5,18.3,-1.1,1.1,0.0,-0.001,-4.0,-1.0,-5.1,-0.9,13,0.338,2024
Trendon Watford,PF,23.0,BRK,61.0,0.0,12.8,6.6,0.8,2.0,2.8,1.2,0.4,0.3,0.9,1.6,2.5,4.7,0.531,0.4,1.0,0.391,2.1,3.7,0.571,1.1,1.4,0.805,0.577,0.601,0.212,0.539,99.0,101.0,109.0,105.0,97.0,104.0,86.0,137.0,-1.0,117.0,117.0,16.1,7.2,19.1,13.0,14.4,1.4,2.1,14.4,21.3,0.8,0.8,1.7,0.103,-0.6,0.4,-0.2,0.4,11,0.4,2024
Vit Krejci,PG,23.0,ATL,20.0,14.0,25.6,6.5,0.5,1.9,2.4,2.2,0.7,0.3,0.9,2.3,2.5,4.8,0.51,1.4,3.2,0.429,1.1,1.7,0.667,0.3,0.3,0.833,0.548,0.58,0.198,0.0,115.0,101.0,0.0,100.0,107.0,100.0,81.0,0.0,1.3,127.0,125.0,8.7,2.0,9.1,5.4,10.6,1.2,1.1,14.7,9.5,0.5,0.1,0.7,0.061,-3.2,-0.2,-3.4,-0.2,10,0.45,2024
Jeff Green,PF,37.0,HOU,76.0,6.0,16.8,6.5,0.6,1.7,2.3,0.9,0.2,0.4,0.6,1.3,2.1,4.7,0.458,0.7,2.0,0.333,1.5,2.6,0.552,1.6,1.9,0.816,0.534,0.543,0.295,0.25,105.0,106.0,75.0,98.0,69.0,94.0,121.0,63.0,-4.7,120.0,119.0,11.2,4.0,11.6,7.8,7.0,0.6,2.2,9.7,15.5,1.3,1.1,2.4,0.09,-1.6,-0.5,-2.1,0.0,11,0.488,2024
Isaiah Jackson,C,22.0,IND,59.0,3.0,13.1,6.5,1.6,2.4,4.0,0.8,0.6,1.0,0.7,2.3,2.6,3.9,0.665,0.0,0.1,0.0,2.6,3.9,0.677,1.2,1.7,0.716,0.577,0.585,0.11,0.583,97.0,101.0,109.0,106.0,84.0,101.0,45.0,148.0,-0.6,135.0,114.0,21.3,14.7,22.6,18.6,8.4,2.1,6.3,12.3,17.3,2.1,1.1,3.2,0.198,0.3,1.4,1.7,0.7,5,0.575,2024
RaiQuan Gray,PF,24.0,SAS,2.0,0.0,8.0,6.5,0.0,1.0,1.0,1.0,0.5,0.0,0.5,0.0,2.5,4.0,0.625,1.5,2.5,0.6,1.0,1.5,0.667,0.0,0.0,0.0,0.568,0.611,0.235,0.475,99.0,96.0,113.0,104.0,116.0,105.0,96.0,120.0,0.3,133.0,118.0,27.1,0.0,14.9,7.4,22.7,3.0,0.0,11.1,24.0,0.0,0.0,0.1,0.183,9.6,3.8,13.5,0.1,15,0.25,2024
Kyle Anderson,PF,30.0,MIN,77.0,10.0,22.7,6.5,0.8,2.8,3.5,4.2,0.9,0.6,1.1,1.6,2.6,5.5,0.462,0.1,0.6,0.229,2.4,4.9,0.492,1.3,1.8,0.719,0.475,0.517,0.317,0.113,98.0,90.0,63.0,87.0,92.0,89.0,129.0,29.0,-0.9,116.0,111.0,12.9,4.5,14.3,9.7,25.1,2.0,2.3,15.3,14.6,1.3,3.1,4.4,0.12,-1.4,2.7,1.3,1.5,2,0.688,2024
Aaron Holiday,PG,27.0,HOU,76.0,1.0,16.1,6.4,0.3,1.3,1.6,1.8,0.5,0.1,0.7,1.6,2.3,5.2,0.442,1.1,2.8,0.393,1.2,2.4,0.497,0.7,0.8,0.915,0.543,0.614,0.417,0.594,90.0,91.0,105.0,99.0,112.0,106.0,170.0,150.0,4.1,119.0,118.0,11.5,2.2,9.1,5.6,15.5,1.7,0.5,10.6,16.5,1.1,1.2,2.3,0.09,-1.7,0.3,-1.4,0.2,11,0.488,2024
Zavier Simpson,PG,26.0,MEM,5.0,0.0,25.4,6.4,0.8,2.8,3.6,4.0,1.4,0.6,1.8,1.8,2.4,8.4,0.286,1.0,3.0,0.333,1.4,5.4,0.259,0.6,0.8,0.75,0.518,0.569,0.361,0.292,100.0,99.0,85.0,95.0,100.0,98.0,147.0,74.0,5.0,85.0,115.0,6.7,3.6,13.7,8.4,22.6,2.8,2.2,17.1,18.0,-0.3,0.2,-0.1,-0.054,-6.1,1.1,-5.0,-0.1,13,0.338,2024
Jaylen Nowell,SG,24.0,MEM,12.0,1.0,17.2,6.4,0.5,1.3,1.8,1.6,0.3,0.2,0.5,1.3,2.8,6.2,0.446,0.5,2.3,0.222,2.3,3.9,0.574,0.4,0.6,0.714,0.453,0.478,0.086,0.656,76.0,92.0,78.0,83.0,128.0,82.0,35.0,166.0,3.1,107.0,122.0,9.5,3.4,9.5,6.3,14.2,1.0,0.8,7.2,17.4,0.0,0.1,0.1,0.02,-3.9,-1.2,-5.1,-0.2,13,0.338,2024
Chris Boucher,PF,31.0,TOR,50.0,0.0,14.1,6.4,1.2,2.9,4.1,0.5,0.3,0.5,0.6,1.4,2.2,4.3,0.507,0.6,1.9,0.33,1.6,2.5,0.642,1.4,1.8,0.772,0.689,0.7,0.128,0.345,130.0,131.0,118.0,126.0,101.0,121.0,52.0,87.0,10.8,125.0,120.0,16.0,10.4,25.4,17.7,4.5,1.0,3.0,9.8,17.5,1.1,0.6,1.7,0.114,-0.3,-1.4,-1.7,0.1,12,0.313,2024
Marcus Morris,PF,34.0,PHI,48.0,7.0,16.6,6.4,0.5,2.3,2.7,0.8,0.3,0.3,0.6,1.5,2.4,5.3,0.443,1.0,2.4,0.409,1.4,2.9,0.471,0.8,0.9,0.818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.8,112.0,118.0,10.3,3.3,16.4,9.8,6.3,0.9,1.5,9.6,16.6,0.2,0.8,1.0,0.06,-2.3,-1.2,-3.5,-0.3,7,0.563,2024
Amir Coffey,SF,26.0,LAC,68.0,12.0,20.5,6.3,0.4,1.6,2.0,1.1,0.6,0.2,0.5,1.4,2.3,4.7,0.478,1.0,2.5,0.399,1.3,2.2,0.566,0.8,1.0,0.862,0.438,0.539,0.625,0.5,79.0,92.0,68.0,80.0,102.0,93.0,255.0,127.0,-9.5,125.0,121.0,10.0,2.6,9.6,6.2,6.8,1.5,0.8,8.4,12.1,1.5,0.9,2.4,0.082,-1.9,-0.2,-2.1,0.0,4,0.638,2024
Jae Crowder,PF,33.0,MIL,48.0,25.0,23.1,6.3,0.6,2.6,3.2,1.4,0.8,0.2,0.4,1.5,2.3,5.3,0.434,1.1,3.3,0.35,1.2,2.1,0.566,0.5,0.8,0.722,0.599,0.621,0.329,0.329,114.0,115.0,98.0,110.0,87.0,107.0,134.0,83.0,-6.5,119.0,119.0,9.3,3.2,13.3,8.4,7.4,1.6,0.7,6.9,11.5,0.7,0.9,1.7,0.072,-2.4,0.2,-2.2,-0.1,2,0.613,2024
Chimezie Metu,C,26.0,PHO,49.0,10.0,16.1,6.2,0.8,2.9,3.7,0.9,0.8,0.3,0.9,1.4,2.3,4.6,0.504,0.5,1.7,0.271,1.8,2.8,0.647,1.1,1.3,0.903,0.578,0.596,0.216,0.683,94.0,108.0,104.0,106.0,88.0,103.0,88.0,173.0,-4.0,114.0,115.0,13.5,6.1,21.0,13.8,7.7,2.4,1.8,15.5,16.3,0.4,1.0,1.4,0.088,-2.1,0.8,-1.2,0.2,7,0.588,2024
Patrick Beverley,PG,35.0,PHI,71.0,11.0,19.9,6.2,0.7,2.6,3.3,2.9,0.6,0.4,0.9,1.8,2.2,5.2,0.418,0.9,2.5,0.339,1.3,2.7,0.492,1.0,1.2,0.818,0.528,0.53,0.148,0.463,94.0,95.0,98.0,97.0,64.0,91.0,60.0,117.0,-3.3,117.0,118.0,11.7,4.0,15.6,9.8,18.9,1.4,2.0,13.1,14.5,1.1,1.4,2.5,0.086,-1.4,0.4,-1.0,0.4,7,0.563,2024
Jordan Goodwin,PG,25.0,PHO,55.0,10.0,17.8,6.1,1.4,2.7,4.1,2.7,0.7,0.3,1.0,1.3,2.4,6.3,0.379,0.7,2.3,0.295,1.7,3.9,0.429,0.7,0.9,0.755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2,107.0,116.0,12.6,9.6,18.2,13.9,21.6,2.1,1.7,12.6,18.7,-0.2,1.3,1.1,0.053,-1.4,0.5,-0.9,0.3,7,0.588,2024
Haywood Highsmith,PF,27.0,MIA,64.0,26.0,20.5,6.1,1.0,2.2,3.2,1.1,0.8,0.5,0.5,1.8,2.3,5.0,0.461,1.2,2.9,0.398,1.1,2.1,0.549,0.4,0.5,0.657,0.569,0.605,0.218,0.508,100.0,108.0,100.0,104.0,109.0,104.0,89.0,129.0,-2.1,120.0,114.0,11.3,5.9,13.7,9.7,7.3,2.0,2.2,8.5,12.5,1.0,1.9,2.9,0.106,-1.7,1.2,-0.5,0.5,8,0.55,2024
Ben Simmons,PG,27.0,BRK,15.0,12.0,23.9,6.1,2.1,5.9,7.9,5.7,0.8,0.6,1.8,2.4,2.9,4.9,0.581,0.0,0.0,0.0,2.9,4.9,0.581,0.4,1.0,0.4,0.518,0.564,0.268,0.482,89.0,83.0,108.0,95.0,107.0,97.0,110.0,122.0,-0.4,122.0,114.0,16.3,9.8,29.7,19.4,33.1,1.7,2.3,25.1,13.1,0.4,0.5,1.0,0.129,-0.5,3.0,2.5,0.4,11,0.4,2024
Kris Murray,SF,23.0,POR,60.0,27.0,21.0,6.0,1.2,2.1,3.3,1.3,0.9,0.3,0.9,1.5,2.3,5.7,0.406,0.8,2.8,0.278,1.5,2.9,0.532,0.6,0.9,0.642,0.584,0.598,0.071,0.901,85.0,71.0,110.0,107.0,118.0,103.0,29.0,228.0,5.3,104.0,120.0,9.2,6.6,12.8,9.5,8.8,2.1,1.4,12.7,14.2,-0.4,1.1,0.6,0.025,-3.4,0.0,-3.3,-0.4,14,0.263,2024
Bruno Fernando,C,25.0,ATL,43.0,1.0,14.9,6.0,1.3,3.0,4.3,1.0,0.6,0.7,1.0,2.3,2.3,4.0,0.578,0.0,0.1,0.0,2.3,3.9,0.592,1.3,2.0,0.659,0.556,0.576,0.454,0.006,117.0,103.0,0.0,102.0,75.0,99.0,185.0,2.0,-2.3,118.0,117.0,15.2,10.3,24.6,17.2,9.2,1.9,3.9,16.3,16.6,0.6,0.7,1.3,0.097,-3.3,1.0,-2.3,-0.1,10,0.45,2024
Daniel Theis,C,31.0,LAC,58.0,3.0,16.5,6.0,1.4,2.5,3.9,1.0,0.3,0.8,0.7,2.1,2.5,4.7,0.529,0.4,1.1,0.381,2.1,3.6,0.574,0.6,0.8,0.739,0.643,0.672,0.143,0.143,136.0,138.0,0.0,118.0,128.0,116.0,58.0,36.0,-0.4,122.0,117.0,13.8,10.7,18.5,14.8,8.4,1.0,4.4,12.0,15.4,1.1,1.0,2.1,0.107,-2.0,0.0,-1.9,0.0,4,0.638,2024
Justin Champagnie,SF,22.0,WAS,13.0,1.0,15.2,6.0,1.3,1.9,3.2,1.2,0.6,0.5,0.8,1.0,2.1,4.8,0.429,1.0,3.1,0.325,1.1,1.8,0.609,0.8,1.1,0.786,0.564,0.601,0.195,0.525,96.0,94.0,111.0,103.0,115.0,104.0,80.0,133.0,-5.6,115.0,120.0,14.0,9.8,15.0,12.4,10.8,1.9,2.9,12.6,17.1,0.1,0.1,0.3,0.065,-0.4,-0.8,-1.2,0.0,14,0.188,2024
Tosan Evbuomwan,SF,22.0,DET,17.0,8.0,21.6,5.9,1.1,2.5,3.5,0.9,0.4,0.3,0.5,1.4,2.1,4.2,0.507,0.7,1.9,0.375,1.4,2.3,0.615,1.0,1.5,0.68,0.557,0.593,0.238,0.598,93.0,93.0,108.0,102.0,105.0,102.0,97.0,151.0,-8.0,124.0,123.0,9.8,5.7,13.8,9.7,5.9,0.8,1.2,9.9,10.7,0.3,0.2,0.5,0.069,-2.4,-0.7,-3.1,-0.1,15,0.163,2024
Dyson Daniels,PG,20.0,NOP,59.0,16.0,22.3,5.9,1.0,2.8,3.8,2.6,1.4,0.4,1.0,1.7,2.3,5.1,0.449,0.7,2.2,0.313,1.6,2.9,0.552,0.6,0.9,0.635,0.554,0.576,0.165,0.685,92.0,115.0,95.0,101.0,98.0,99.0,67.0,173.0,-1.1,113.0,112.0,11.9,5.4,14.8,10.1,15.2,3.1,1.8,15.3,12.8,0.5,2.2,2.7,0.098,-2.0,2.5,0.5,0.8,6,0.6,2024
Ochai Agbaji,SG,23.0,UTA,76.0,27.0,20.8,5.8,0.9,1.8,2.8,1.0,0.6,0.6,0.8,1.5,2.3,5.5,0.41,0.8,2.7,0.296,1.4,2.8,0.521,0.5,0.7,0.66,0.483,0.497,0.127,0.494,86.0,96.0,81.0,88.0,84.0,86.0,52.0,125.0,-1.0,103.0,124.0,7.7,5.3,10.5,7.9,6.5,1.4,2.4,12.0,13.5,-0.6,0.6,0.0,0.0,-3.5,-0.9,-4.5,-1.0,12,0.375,2024
Ricky Council IV,SG,22.0,PHI,30.0,0.0,9.3,5.7,0.5,1.0,1.5,0.5,0.3,0.0,0.1,0.5,1.8,3.7,0.482,0.4,1.0,0.355,1.4,2.6,0.532,1.8,2.4,0.746,0.515,0.544,0.191,0.49,90.0,91.0,97.0,94.0,100.0,94.0,78.0,124.0,1.6,131.0,119.0,19.0,5.8,12.9,9.3,8.5,1.4,0.3,2.8,22.6,0.8,0.2,1.0,0.171,2.4,-0.9,1.5,0.2,7,0.563,2024
Torrey Craig,SF,33.0,CHI,51.0,13.0,19.6,5.7,1.3,2.5,3.9,1.1,0.5,0.4,0.6,2.0,2.0,4.7,0.427,1.1,2.9,0.385,0.9,1.8,0.495,0.5,0.7,0.75,0.633,0.633,0.338,0.009,133.0,117.0,55.0,116.0,71.0,109.0,138.0,2.0,-8.8,120.0,119.0,10.8,8.0,16.0,11.9,7.1,1.4,2.1,10.5,12.7,0.8,0.9,1.7,0.082,-1.7,-0.3,-2.0,0.0,9,0.475,2024
Pat Connaughton,SF,31.0,MIL,74.0,3.0,22.2,5.7,0.7,2.5,3.2,2.1,0.5,0.3,0.6,1.3,2.0,4.6,0.435,1.1,3.1,0.348,0.9,1.4,0.626,0.6,0.8,0.768,0.532,0.564,0.222,0.635,90.0,112.0,89.0,97.0,100.0,97.0,91.0,161.0,-6.5,123.0,120.0,9.7,3.8,13.3,8.7,12.0,1.2,1.0,11.4,10.9,1.5,1.2,2.7,0.08,-1.5,0.1,-1.4,0.2,2,0.613,2024
Craig Porter Jr.,PG,23.0,CLE,50.0,5.0,12.8,5.7,0.4,1.7,2.1,2.3,0.4,0.3,0.9,0.8,2.3,4.5,0.509,0.2,0.7,0.353,2.1,3.8,0.536,0.8,1.1,0.732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.2,115.0,115.0,15.4,4.1,15.9,10.1,26.6,1.6,2.0,15.2,20.6,0.5,0.8,1.3,0.098,-0.6,1.0,0.4,0.4,4,0.588,2024
Matt Ryan,SF,26.0,NOP,27.0,1.0,14.4,5.6,0.2,1.3,1.5,0.7,0.2,0.0,0.7,1.2,1.8,4.2,0.434,1.5,3.4,0.451,0.3,0.8,0.364,0.5,0.5,0.929,0.486,0.536,0.375,0.452,87.0,90.0,87.0,89.0,95.0,92.0,153.0,114.0,-4.4,114.0,120.0,9.0,1.8,10.2,6.1,6.1,0.8,0.3,13.8,15.6,0.2,0.3,0.5,0.064,-1.4,-1.3,-2.7,-0.1,6,0.6,2024
Jared Butler,SG,23.0,WAS,38.0,0.0,13.3,5.6,0.2,1.2,1.4,2.9,0.7,0.2,1.2,1.3,2.2,4.6,0.48,0.6,1.9,0.296,1.6,2.7,0.608,0.7,0.8,0.9,0.491,0.526,0.174,0.643,80.0,82.0,94.0,90.0,110.0,91.0,71.0,163.0,4.6,110.0,121.0,13.3,1.8,11.0,6.3,29.6,2.5,1.1,19.8,19.5,0.1,0.3,0.4,0.038,-1.9,-0.3,-2.3,0.0,14,0.188,2024
Larry Nance Jr.,C,31.0,NOP,60.0,0.0,19.8,5.6,1.5,3.5,5.0,1.8,1.0,0.3,0.8,1.6,2.2,3.9,0.571,0.4,1.1,0.413,1.8,2.8,0.629,0.8,1.0,0.763,0.496,0.535,0.207,0.385,93.0,98.0,79.0,91.0,107.0,92.0,85.0,98.0,-2.0,131.0,112.0,14.8,9.3,20.6,15.0,11.9,2.5,1.6,15.6,11.3,1.9,2.0,3.9,0.156,-0.2,2.2,2.0,1.2,6,0.6,2024
Danilo Gallinari,PF-SF,35.0,WAS,48.0,0.0,12.7,5.6,0.4,1.8,2.2,1.1,0.3,0.1,0.4,1.0,1.7,3.8,0.44,0.6,1.9,0.33,1.0,1.9,0.549,1.6,1.9,0.849,0.517,0.544,0.259,0.476,92.0,95.0,94.0,95.0,87.0,94.0,106.0,121.0,-2.1,125.0,122.0,13.6,3.6,16.5,10.0,12.0,1.0,0.8,8.2,17.0,0.9,0.3,1.3,0.1,-0.6,-1.0,-1.6,0.1,14,0.188,2024
Dexter Dennis,SG,24.0,DAL,4.0,0.0,7.5,5.5,0.3,2.0,2.3,1.0,0.0,0.3,0.8,0.3,2.5,4.8,0.526,0.3,2.0,0.125,2.3,2.8,0.818,0.3,0.8,0.333,0.444,0.455,0.222,0.889,70.0,184.0,68.0,81.0,64.0,79.0,91.0,225.0,-14.4,101.0,116.0,18.4,4.0,31.5,17.8,23.5,0.0,2.9,12.9,33.7,0.0,0.0,0.0,-0.004,1.8,0.0,1.7,0.0,5,0.625,2024
Malachi Flynn,PG,25.0,TOR,67.0,0.0,12.5,5.5,0.3,1.4,1.7,1.8,0.5,0.1,0.9,1.0,1.9,4.6,0.42,0.8,2.4,0.344,1.1,2.1,0.507,0.8,1.1,0.732,0.535,0.546,0.102,0.355,99.0,96.0,101.0,98.0,88.0,94.0,42.0,90.0,-3.0,107.0,121.0,11.9,3.0,13.4,8.1,20.5,1.9,0.8,15.5,20.5,-0.1,0.5,0.4,0.024,-1.9,-0.3,-2.2,0.0,12,0.313,2024
Gary Payton II,SG,31.0,GSW,44.0,0.0,15.5,5.5,1.0,1.5,2.6,1.1,0.9,0.4,0.6,1.8,2.3,4.2,0.563,0.5,1.3,0.364,1.9,2.9,0.648,0.3,0.5,0.609,0.394,0.398,0.061,0.333,77.0,83.0,50.0,72.0,64.0,69.0,25.0,84.0,5.7,125.0,117.0,14.0,8.3,11.8,10.0,9.4,2.9,2.4,12.3,13.8,0.9,0.8,1.6,0.116,-1.3,2.2,0.9,0.5,8,0.563,2024
Sasha Vezenkov,PF,28.0,SAC,41.0,0.0,12.2,5.5,0.7,1.6,2.3,0.5,0.5,0.2,0.3,1.0,2.0,4.6,0.444,1.1,2.9,0.378,1.0,1.7,0.557,0.3,0.4,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,119.0,117.0,13.7,7.1,16.3,11.6,5.2,1.9,1.3,5.8,17.9,0.5,0.5,1.0,0.097,0.1,-0.8,-0.7,0.2,9,0.563,2024
Dean Wade,PF,27.0,CLE,54.0,32.0,20.5,5.4,0.7,3.4,4.0,0.8,0.7,0.5,0.4,1.7,1.8,4.3,0.414,1.5,3.7,0.391,0.3,0.6,0.567,0.4,0.5,0.769,0.482,0.508,0.172,0.322,92.0,92.0,80.0,88.0,95.0,88.0,70.0,82.0,10.4,122.0,114.0,10.3,4.2,19.6,12.0,5.0,1.8,2.0,7.6,10.6,0.9,1.6,2.5,0.109,-1.7,1.8,0.1,0.6,4,0.588,2024
Nick Smith Jr.,SG,19.0,CHO,49.0,0.0,13.6,5.4,0.3,0.9,1.3,1.1,0.2,0.1,0.8,1.1,2.0,5.2,0.385,1.1,2.6,0.419,0.9,2.6,0.352,0.2,0.3,0.846,0.544,0.569,0.167,0.411,101.0,107.0,89.0,100.0,102.0,98.0,68.0,104.0,-4.6,98.0,126.0,7.4,3.0,8.5,5.6,11.8,0.7,1.0,12.3,20.0,-0.8,0.1,-0.7,-0.048,-3.6,-2.7,-6.3,-0.7,13,0.25,2024
Matisse Thybulle,SF,26.0,POR,65.0,19.0,22.9,5.4,0.5,1.6,2.1,1.4,1.7,0.8,0.6,1.4,1.9,4.9,0.397,1.2,3.6,0.346,0.7,1.3,0.535,0.3,0.4,0.759,0.511,0.559,0.267,0.394,93.0,92.0,96.0,93.0,109.0,96.0,109.0,100.0,2.6,112.0,116.0,10.4,2.3,9.2,5.5,8.3,3.8,3.0,10.8,10.7,0.3,1.9,2.2,0.07,-2.8,3.4,0.6,1.0,14,0.263,2024
Cam Reddish,SF,24.0,LAL,48.0,26.0,20.5,5.4,0.6,1.5,2.1,1.0,1.0,0.3,0.6,1.3,1.9,4.9,0.389,0.8,2.3,0.336,1.1,2.6,0.435,0.9,1.1,0.759,0.543,0.55,0.062,0.781,84.0,92.0,101.0,99.0,89.0,95.0,25.0,198.0,-4.6,103.0,119.0,7.7,3.5,8.4,6.1,6.0,2.3,1.2,10.7,12.8,-0.4,0.9,0.5,0.026,-4.1,0.9,-3.2,-0.3,10,0.563,2024
Nicolas Batum,PF,35.0,PHI,58.0,38.0,25.5,5.4,1.2,2.9,4.1,2.1,0.8,0.7,0.7,1.8,2.0,4.3,0.462,1.2,3.1,0.4,0.7,1.2,0.627,0.3,0.4,0.714,0.446,0.439,0.108,0.757,68.0,61.0,88.0,82.0,32.0,76.0,44.0,192.0,4.4,128.0,118.0,10.4,5.4,13.9,9.6,10.5,1.6,2.3,13.5,8.7,1.5,1.6,3.1,0.101,-1.2,0.7,-0.4,0.6,7,0.563,2024
Mitchell Robinson,C,25.0,NYK,29.0,21.0,25.4,5.4,4.7,4.1,8.8,0.6,1.3,1.1,0.9,1.8,2.3,4.2,0.562,0.0,0.0,0.0,2.3,4.2,0.562,0.8,2.0,0.379,0.51,0.531,0.093,0.516,87.0,81.0,105.0,93.0,116.0,92.0,38.0,131.0,-3.2,126.0,112.0,15.6,22.9,19.9,21.4,3.2,2.6,4.2,14.6,10.1,0.9,1.2,2.1,0.139,-0.5,0.6,0.0,0.4,3,0.6,2024
Kris Dunn,PG,29.0,UTA,66.0,32.0,18.9,5.4,0.8,2.1,2.9,3.8,1.0,0.4,1.2,2.0,2.2,4.7,0.47,0.6,1.7,0.369,1.6,3.1,0.525,0.3,0.5,0.688,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.0,7.6,117.0,121.0,12.8,4.8,13.1,9.0,27.1,2.7,2.0,19.5,13.7,1.0,0.9,1.9,0.072,-1.5,1.4,-0.1,0.6,12,0.375,2024
Thomas Bryant,C,26.0,MIA,37.0,4.0,11.3,5.4,1.0,2.5,3.5,0.6,0.3,0.4,0.5,1.2,2.1,3.8,0.561,0.1,0.6,0.19,2.0,3.2,0.627,1.1,1.2,0.867,0.3,0.3,0.0,0.7,42.0,0.0,78.0,55.0,0.0,52.0,0.0,177.0,-0.7,124.0,112.0,18.3,10.8,28.3,19.4,8.3,1.2,3.5,10.7,19.2,0.7,0.7,1.4,0.163,-1.0,0.3,-0.7,0.1,8,0.55,2024
Doug McDermott,SF,32.0,SAS,62.0,0.0,14.2,5.4,0.1,0.8,0.9,1.1,0.3,0.0,0.5,1.0,1.9,4.4,0.427,1.5,3.6,0.408,0.4,0.8,0.51,0.2,0.3,0.579,0.679,0.666,0.286,0.357,120.0,102.0,164.0,124.0,64.0,115.0,117.0,90.0,-5.9,115.0,124.0,8.9,1.2,6.7,3.9,10.5,0.9,0.2,9.0,15.0,0.4,0.3,0.7,0.038,-1.7,-1.9,-3.6,-0.3,15,0.25,2024
Monte Morris,PG,28.0,MIN,31.0,0.0,15.0,5.3,0.2,1.5,1.8,2.1,0.6,0.3,0.2,0.5,2.0,4.8,0.416,0.9,2.2,0.403,1.1,2.6,0.427,0.4,0.6,0.684,0.619,0.62,0.079,0.805,93.0,83.0,120.0,113.0,75.0,107.0,32.0,204.0,4.3,121.0,114.0,13.5,1.9,12.3,7.3,19.4,2.1,1.5,4.3,15.7,0.5,0.7,1.2,0.125,-0.7,1.6,0.9,0.3,2,0.688,2024
Mason Plumlee,C,33.0,LAC,44.0,10.0,14.5,5.3,1.2,3.7,4.9,1.1,0.3,0.3,0.7,1.5,1.9,3.1,0.601,0.0,0.1,0.0,1.9,3.1,0.615,1.5,2.1,0.71,0.489,0.492,0.091,0.773,72.0,37.0,104.0,89.0,64.0,85.0,37.0,196.0,-1.0,130.0,115.0,16.2,11.1,30.9,21.4,10.3,1.0,2.1,14.8,14.7,1.2,0.8,2.0,0.153,-0.8,0.4,-0.4,0.3,4,0.638,2024
Stanley Umude,SG,24.0,DET,24.0,2.0,12.8,5.3,0.3,1.8,2.1,0.5,0.3,0.3,0.6,1.7,1.5,3.5,0.44,1.0,2.2,0.453,0.5,1.3,0.419,1.2,1.3,0.906,0.523,0.568,0.213,0.484,91.0,87.0,105.0,96.0,117.0,98.0,87.0,122.0,-1.9,121.0,121.0,11.4,3.1,16.8,9.9,4.9,1.3,1.9,12.5,15.7,0.3,0.2,0.5,0.082,-1.5,-0.1,-1.6,0.0,15,0.163,2024
Xavier Tillman Sr.,C-PF,25.0,MEM,52.0,15.0,18.4,5.3,1.3,2.7,4.0,1.5,0.9,0.8,0.6,1.4,2.2,5.2,0.426,0.4,1.5,0.238,1.9,3.7,0.505,0.4,0.9,0.449,0.507,0.535,0.174,0.402,89.0,79.0,113.0,93.0,102.0,92.0,71.0,102.0,1.0,105.0,112.0,12.1,8.2,17.5,12.8,11.5,2.6,4.3,9.8,14.8,-0.3,1.6,1.3,0.065,-3.1,1.9,-1.2,0.2,13,0.338,2024
Davion Mitchell,PG,25.0,SAC,70.0,4.0,15.1,5.2,0.3,1.0,1.3,1.8,0.2,0.0,0.6,1.2,2.0,4.4,0.462,0.8,2.1,0.36,1.2,2.2,0.561,0.4,0.6,0.714,0.507,0.562,0.338,0.323,94.0,88.0,102.0,93.0,105.0,97.0,138.0,82.0,-6.5,117.0,122.0,9.6,2.0,8.7,5.2,15.9,0.8,0.3,11.2,14.8,0.8,0.6,1.3,0.06,-2.3,-1.0,-3.3,-0.3,9,0.563,2024
Drew Eubanks,C,26.0,PHO,73.0,6.0,15.6,5.2,1.4,2.9,4.3,0.8,0.4,0.8,0.8,1.5,2.1,3.4,0.609,0.0,0.0,1.0,2.0,3.4,0.604,1.0,1.3,0.774,0.573,0.617,0.368,0.45,103.0,105.0,104.0,105.0,100.0,106.0,150.0,114.0,-11.4,125.0,114.0,14.7,11.4,21.2,16.6,7.3,1.2,4.7,17.2,13.3,1.5,1.6,3.1,0.129,-1.9,0.8,-1.1,0.3,7,0.588,2024
